date_participation,code_postal,empreinte_moyenne,logement_type,logement_superficie_m2,logement_nb_habitants,logement_type_chauffage,logement_isolation,logement_temperature_chauffage,transport_km_voiture,transport_km_voiture_electrique,transport_km_train,transport_km_bus,transport_km_metro,transport_km_tram,transport_km_velo,transport_km_velo_electrique,transport_km_trottinette,transport_km_moto,transport_nb_vols_avion,alimentation_repas_viande_semaine,alimentation_eau_bouteille,alimentation_petits_electromenager,alimentation_gros_electromenager,alimentation_freq_remplacement,vetements_neufs_an,divertissement_petits_electromenager,divertissement_gros_electromenager,divertissement_freq_remplacement,divertissement_appareils_numeriques,divertissement_heures_video_jour,divertissement_qualite_video,impact_logement,impact_transport,impact_alimentation,impact_vetements,impact_divertissement,impact_total
2025-03-29,1160,8.26,Appartement,71,5,Pompe à chaleur,Très bien isolé,23,9792,2848,254,3312,1852,1138,1532,0,48,0,3,2,Oui,2,3,5-10 ans,13,3,5,10-15 ans,3,4,SD,0.38,3.89,0.49,0.26,3.76,7.1
2025-01-06,1020,9.92,Maison,91,5,Fioul,Très bien isolé,18,15105,9402,3548,3235,2032,60,783,0,88,0,4,4,Non,5,4,Moins de 5 ans,44,6,6,5-10 ans,6,7,HD,0.84,5.82,0.55,0.88,6.58,16.92
2025-05-29,1080,12.0,Colocation,77,2,Bois,Bien isolé,23,17814,0,3133,2941,1964,1115,1600,0,467,0,1,4,Oui,2,5,5-10 ans,6,8,4,Moins de 5 ans,9,8,HD,1.02,4.4,0.67,0.12,7.51,15.19
2025-05-11,1000,8.15,Maison,164,2,Bois,Très bien isolé,19,18864,0,6532,3181,1453,1915,1718,0,88,0,2,12,Non,6,3,10-15 ans,41,6,3,5-10 ans,9,8,HD,1.99,5.14,0.83,0.82,7.49,14.16
2025-06-06,1082,9.75,Maison,82,2,Gaz,Moyennement isolé,22,6601,0,2791,1453,1325,121,44,2886,469,908,3,13,Non,2,5,Plus de 15 ans,42,2,4,10-15 ans,7,2,SD,1.77,3.12,0.93,0.84,1.97,9.43
2025-01-08,1080,8.31,Studio,25,3,Bois,Moyennement isolé,19,21808,0,1436,3099,1256,1503,1410,0,90,0,4,9,Non,8,3,5-10 ans,43,4,6,5-10 ans,3,7,SD,0.53,6.65,0.73,0.86,6.51,14.25
2025-03-24,1130,11.38,Maison,161,4,Gaz,Moyennement isolé,21,373,4088,5678,555,1435,525,1611,5,24,0,2,2,Non,5,6,10-15 ans,39,5,2,Plus de 15 ans,5,2,HD,1.3,1.42,0.57,0.78,1.95,4.99
2025-04-06,1040,9.19,Studio,28,5,Gaz,Moyennement isolé,19,12303,1228,4481,762,1384,1216,1256,0,360,7720,2,9,Non,3,3,Moins de 5 ans,26,3,3,Plus de 15 ans,10,8,HD,0.55,4.47,0.68,0.52,7.5,14.59
2025-05-27,1180,9.53,Colocation,133,2,Pompe à chaleur,Bien isolé,18,11823,1435,2412,4916,1967,408,198,699,326,0,0,13,Oui,4,6,Plus de 15 ans,36,7,4,Moins de 5 ans,10,6,SD,1.93,2.91,1.1,0.72,5.67,11.69
2025-05-04,1140,11.42,Appartement,73,2,Fioul,Bien isolé,20,18489,12324,5705,792,351,1368,704,0,211,0,2,8,Oui,8,6,Plus de 15 ans,39,7,5,5-10 ans,9,4,SD,1.93,5.49,0.94,0.78,3.84,12.43
2025-06-12,1170,8.05,Maison,95,5,Pompe à chaleur,Bien isolé,19,6943,0,1033,349,1734,160,1399,0,421,0,3,4,Non,7,3,Moins de 5 ans,29,6,5,10-15 ans,6,8,HD,0.6,2.98,0.52,0.58,7.48,14.19
2024-12-23,1030,8.2,Colocation,74,2,Électrique,Très bien isolé,18,18438,0,6436,2343,2193,1802,704,0,135,0,1,9,Non,2,4,10-15 ans,30,3,6,Plus de 15 ans,2,6,HD,1.34,4.5,0.72,0.6,5.61,13.74
2025-02-19,1050,8.64,Studio,20,2,Fioul,Moyennement isolé,20,16109,0,5610,804,933,275,615,0,226,0,1,11,Non,6,3,5-10 ans,33,3,5,Plus de 15 ans,10,5,SD,1.5,3.89,0.79,0.66,4.76,11.67
2025-04-02,1020,9.38,Colocation,77,4,Bois,Très bien isolé,19,6316,0,1644,472,1021,67,934,1476,360,0,1,7,Non,7,3,Moins de 5 ans,20,4,5,Plus de 15 ans,4,7,4K,0.56,1.87,0.64,0.4,6.58,10.26
2025-04-15,1050,10.57,Appartement,76,1,Gaz,Bien isolé,22,7022,0,5303,1844,2775,423,551,0,262,6392,4,10,Oui,5,4,5-10 ans,43,8,2,5-10 ans,6,4,4K,3.22,4.31,0.89,0.86,3.85,15.57
2025-03-04,1083,11.57,Studio,34,2,Pompe à chaleur,Moyennement isolé,23,17060,0,3253,4788,419,15,1047,0,494,0,1,10,Non,4,3,Plus de 15 ans,9,4,4,10-15 ans,6,4,4K,0.79,4.39,0.73,0.18,3.86,10.79
2025-04-05,1200,9.88,Maison,146,4,Gaz,Mal isolé,23,10472,0,5908,208,2684,1018,605,0,214,0,2,9,Oui,4,4,Plus de 15 ans,47,4,6,10-15 ans,4,8,SD,1.23,3.23,0.84,0.94,7.43,12.55
2025-04-15,1160,8.8,Maison,167,4,Gaz,Bien isolé,20,7318,0,2515,3444,1357,761,533,0,237,0,1,13,Oui,5,4,Moins de 5 ans,48,5,6,10-15 ans,8,0,SD,1.31,2.31,1.01,0.96,0.19,4.94
2025-03-08,1180,10.14,Colocation,78,2,Électrique,Très bien isolé,21,10899,0,1448,2567,2598,118,9,0,107,0,0,12,Oui,5,3,5-10 ans,44,5,5,Plus de 15 ans,8,7,HD,1.23,2.43,0.92,0.88,6.59,9.66
2025-03-17,1000,11.67,Studio,36,1,Gaz,Bien isolé,19,22725,0,2556,1056,420,785,1030,0,85,374,0,4,Non,7,5,Plus de 15 ans,48,3,4,Plus de 15 ans,7,3,SD,2.72,4.72,0.62,0.96,2.88,14.03
2025-03-09,1040,10.19,Maison,108,3,Électrique,Bien isolé,23,718,0,1384,1008,1501,1456,1332,0,192,0,0,8,Oui,6,3,Moins de 5 ans,46,8,2,Moins de 5 ans,3,6,HD,1.02,0.28,0.77,0.92,5.58,8.16
2025-02-19,1000,9.18,Maison,106,3,Gaz,Moyennement isolé,21,21681,8524,2211,4961,2870,280,857,0,53,0,2,4,Oui,8,3,Plus de 15 ans,17,6,3,10-15 ans,10,3,HD,1.37,6.21,0.63,0.34,2.94,12.43
2025-06-10,1030,9.44,Colocation,86,3,Pompe à chaleur,Moyennement isolé,19,89,1458,7429,904,2351,1370,1011,368,399,0,2,1,Non,7,4,Plus de 15 ans,23,4,5,Moins de 5 ans,3,2,SD,1.01,1.33,0.45,0.46,1.94,5.91
2024-12-29,1130,8.23,Colocation,74,1,Gaz,Très bien isolé,19,21736,0,2692,2928,1792,1956,1273,0,375,6676,1,1,Non,5,6,10-15 ans,29,7,5,Plus de 15 ans,4,1,SD,3.28,5.84,0.53,0.58,1.04,12.16
2025-05-11,1030,10.08,Colocation,135,2,Bois,Mal isolé,19,20031,0,2937,236,2803,1802,1717,0,456,7539,1,14,Non,5,3,Moins de 5 ans,21,7,4,Moins de 5 ans,10,3,4K,2.0,5.39,0.9,0.42,3.0,13.46
2024-12-26,1000,10.57,Appartement,95,3,Électrique,Mal isolé,20,21748,0,3152,1217,2286,1826,1255,2635,478,0,3,13,Non,8,4,Moins de 5 ans,36,4,3,10-15 ans,6,0,4K,1.17,6.06,0.94,0.72,0.2,8.08
2025-03-09,1160,10.4,Appartement,98,2,Bois,Mal isolé,18,16333,0,972,4074,2676,36,210,0,18,0,0,1,Non,6,4,Plus de 15 ans,26,4,2,5-10 ans,9,5,4K,1.68,3.62,0.44,0.52,4.79,12.23
2025-01-03,1000,11.03,Colocation,74,1,Électrique,Très bien isolé,20,11637,0,7900,2391,2243,1069,765,0,23,0,1,13,Non,2,5,5-10 ans,17,2,5,5-10 ans,9,3,4K,2.48,3.15,0.93,0.34,2.99,9.25
2025-06-09,1040,11.66,Appartement,97,2,Bois,Bien isolé,21,142,0,397,4532,1772,1717,1198,0,260,0,4,11,Oui,7,4,Moins de 5 ans,29,7,6,10-15 ans,10,6,HD,1.32,2.44,0.95,0.58,5.72,13.12
2025-04-18,1080,10.84,Colocation,103,6,Pompe à chaleur,Bien isolé,19,13524,0,7261,4196,1224,1726,1436,0,160,0,4,10,Oui,3,4,10-15 ans,48,4,3,5-10 ans,10,8,4K,0.53,5.17,0.87,0.96,7.55,15.9
2025-03-22,1200,10.7,Colocation,134,3,Pompe à chaleur,Moyennement isolé,21,418,0,207,3120,595,108,1372,1093,384,0,5,10,Non,3,3,10-15 ans,18,8,6,Moins de 5 ans,7,7,SD,1.26,2.88,0.72,0.36,6.57,12.34
2025-01-28,1180,10.73,Colocation,90,2,Fioul,Très bien isolé,21,12699,0,6456,2561,2261,110,26,0,103,0,3,13,Non,8,4,10-15 ans,42,6,6,5-10 ans,5,4,HD,1.95,4.36,0.94,0.84,3.83,10.38
2025-05-04,1050,8.64,Appartement,88,1,Fioul,Moyennement isolé,19,5273,0,2089,46,1353,955,1453,0,20,0,1,0,Non,5,5,Moins de 5 ans,50,4,6,5-10 ans,4,8,SD,4.46,1.6,0.44,1.0,7.43,16.65
2025-02-01,1040,10.03,Colocation,71,2,Électrique,Moyennement isolé,20,11822,12331,5064,4345,1945,1149,1686,0,332,5479,1,3,Oui,2,5,Plus de 15 ans,12,5,4,10-15 ans,2,8,HD,1.41,4.5,0.63,0.24,7.41,14.27
2025-02-16,1090,8.71,Studio,40,1,Bois,Très bien isolé,18,5485,0,6335,4407,2184,15,1283,2745,322,0,3,6,Oui,3,6,Moins de 5 ans,48,3,2,Plus de 15 ans,7,0,SD,1.6,3.08,0.81,0.96,0.12,5.45
2025-04-17,1200,11.29,Appartement,113,4,Fioul,Mal isolé,21,14782,0,3547,2591,69,797,1378,24,328,0,0,11,Oui,7,3,10-15 ans,37,2,4,10-15 ans,3,4,HD,1.24,3.25,0.9,0.74,3.77,9.43
2025-06-13,1210,9.01,Maison,148,2,Pompe à chaleur,Moyennement isolé,23,4721,14532,7488,3056,45,1133,1791,0,63,4691,2,8,Oui,4,4,10-15 ans,18,5,6,5-10 ans,4,2,SD,1.93,3.5,0.8,0.36,1.96,8.95
2025-05-22,1020,8.67,Appartement,110,2,Bois,Très bien isolé,20,22009,1608,1617,4756,1995,1948,677,0,343,0,0,9,Oui,3,5,Plus de 15 ans,33,4,6,10-15 ans,4,5,HD,1.4,4.94,0.88,0.66,4.72,14.91
2025-04-01,1140,11.25,Maison,171,3,Pompe à chaleur,Moyennement isolé,20,4400,0,2716,3931,1895,912,734,0,249,0,0,9,Oui,8,5,5-10 ans,39,3,4,Moins de 5 ans,3,0,4K,1.54,1.27,0.93,0.78,0.17,4.94
2025-01-23,1030,9.95,Maison,196,1,Fioul,Mal isolé,23,4870,0,1829,4830,1191,274,951,0,46,0,1,10,Oui,8,4,5-10 ans,33,3,3,5-10 ans,9,5,SD,6.42,1.9,0.92,0.66,4.72,12.97
2025-06-04,1200,11.27,Studio,27,1,Électrique,Moyennement isolé,21,15390,0,7221,380,163,1328,663,2135,324,0,3,4,Oui,5,6,10-15 ans,42,7,2,10-15 ans,8,3,4K,1.84,4.75,0.75,0.84,2.96,10.72
2025-03-24,1080,8.51,Colocation,137,1,Électrique,Mal isolé,19,7536,10542,2300,1732,615,382,322,0,367,0,2,6,Non,7,3,Plus de 15 ans,48,5,5,5-10 ans,4,6,SD,4.44,3.25,0.6,0.96,5.6,13.32
2025-01-20,1160,9.06,Maison,160,2,Bois,Bien isolé,18,5450,2949,4232,3321,2454,1985,1154,0,449,0,2,4,Oui,3,6,Plus de 15 ans,35,3,3,Plus de 15 ans,4,2,4K,2.1,2.63,0.73,0.7,1.99,8.68
2024-12-27,1040,10.79,Colocation,136,3,Électrique,Mal isolé,21,4332,3315,4282,4131,2803,859,1692,394,90,0,2,0,Oui,2,6,5-10 ans,43,6,2,Plus de 15 ans,10,6,HD,1.41,2.45,0.56,0.86,5.67,12.58
2025-03-03,1082,10.61,Colocation,108,2,Bois,Très bien isolé,21,4387,12547,1904,686,1160,1225,1795,0,131,0,2,12,Oui,6,3,Moins de 5 ans,29,7,3,10-15 ans,8,5,SD,1.33,2.61,0.93,0.58,4.72,8.76
2025-04-17,1200,11.2,Colocation,132,2,Fioul,Mal isolé,19,13540,0,4567,3952,732,758,1145,0,129,0,2,12,Non,7,4,Moins de 5 ans,19,5,3,Moins de 5 ans,5,8,HD,2.77,4.11,0.89,0.38,7.44,17.37
2025-01-14,1000,11.14,Appartement,60,2,Gaz,Très bien isolé,19,15455,0,3566,722,262,538,454,0,311,3148,4,6,Non,7,3,5-10 ans,45,5,5,Moins de 5 ans,5,8,HD,1.5,5.55,0.6,0.9,7.46,14.06
2025-02-10,1030,9.04,Maison,158,1,Gaz,Moyennement isolé,19,21463,2579,711,2260,1636,723,1371,0,300,0,0,11,Oui,2,5,10-15 ans,27,8,4,5-10 ans,5,7,HD,5.36,4.65,0.95,0.54,6.55,18.59
2025-03-08,1170,11.15,Appartement,111,1,Fioul,Moyennement isolé,18,16819,0,7177,4406,2354,512,1421,0,193,0,3,12,Non,8,6,Plus de 15 ans,42,8,2,Plus de 15 ans,3,4,SD,5.02,5.35,1.0,0.84,3.73,15.19
2025-04-25,1210,9.42,Maison,182,2,Fioul,Très bien isolé,23,8629,1523,3268,2801,311,1135,1907,1285,181,0,2,2,Oui,5,4,5-10 ans,20,8,4,5-10 ans,5,3,SD,2.77,3.1,0.57,0.4,2.87,11.01
2025-05-24,1080,10.79,Appartement,103,3,Bois,Très bien isolé,21,12163,0,4033,4706,1125,1005,374,0,468,0,1,12,Oui,2,6,Plus de 15 ans,39,2,6,10-15 ans,8,2,HD,0.85,3.42,1.04,0.78,2.03,9.68
2025-02-23,1130,10.3,Appartement,41,3,Pompe à chaleur,Très bien isolé,20,11848,0,2127,1533,2246,538,485,0,490,0,1,7,Non,3,6,10-15 ans,28,8,5,10-15 ans,9,2,4K,0.54,3.08,0.75,0.56,2.1,5.99
2025-04-23,1000,8.39,Studio,27,3,Pompe à chaleur,Bien isolé,19,24200,13200,79,1446,1726,1023,275,0,434,0,1,5,Non,4,5,Moins de 5 ans,30,2,3,Moins de 5 ans,5,4,HD,0.55,6.17,0.63,0.6,3.78,13.32
2025-03-27,1200,11.71,Studio,31,3,Fioul,Moyennement isolé,18,13492,14210,5567,4960,814,1181,1179,0,275,0,3,5,Non,7,6,Plus de 15 ans,10,5,6,10-15 ans,9,2,SD,1.14,5.42,0.71,0.2,2.02,10.03
2025-03-05,1080,8.38,Colocation,69,1,Fioul,Bien isolé,20,10383,0,5819,2191,2479,1320,809,0,227,0,4,11,Non,5,4,5-10 ans,6,3,3,10-15 ans,3,3,SD,3.78,4.38,0.83,0.12,2.82,11.43
2025-02-19,1030,11.88,Appartement,43,4,Bois,Très bien isolé,18,8600,0,690,3193,1267,469,506,0,226,0,0,13,Oui,2,3,10-15 ans,25,8,5,Plus de 15 ans,10,4,4K,0.41,2.02,0.93,0.5,3.93,7.62
2024-12-24,1040,9.72,Maison,155,3,Bois,Mal isolé,22,20964,0,2536,2844,1972,1105,465,0,226,0,1,2,Non,2,3,5-10 ans,27,4,5,Moins de 5 ans,9,7,HD,1.37,4.99,0.39,0.54,6.6,11.16
2025-04-07,1190,9.16,Maison,181,1,Fioul,Bien isolé,21,18368,0,2047,1337,2928,1509,1322,0,193,0,0,10,Oui,6,5,10-15 ans,46,7,6,10-15 ans,8,3,SD,5.92,3.85,0.95,0.92,2.93,12.72
2025-01-08,1020,11.1,Colocation,94,3,Pompe à chaleur,Bien isolé,20,635,8764,181,1523,418,577,551,1795,372,738,0,7,Oui,4,6,10-15 ans,36,4,5,Moins de 5 ans,7,1,SD,0.96,0.81,0.86,0.72,1.07,3.63
2025-06-02,1040,10.08,Colocation,83,1,Fioul,Mal isolé,18,3996,0,5854,2039,1576,1579,1996,0,377,0,0,11,Oui,6,4,Plus de 15 ans,29,7,4,10-15 ans,4,0,4K,4.66,1.1,0.94,0.58,0.19,8.78
2025-04-17,1083,9.42,Studio,26,2,Gaz,Bien isolé,18,7732,0,2658,123,685,1626,565,0,202,0,0,0,Non,7,4,10-15 ans,10,3,3,Plus de 15 ans,3,5,4K,1.31,1.63,0.41,0.2,4.72,6.81
2025-05-12,1000,9.8,Appartement,56,2,Fioul,Moyennement isolé,21,24025,11292,3094,2934,2967,275,513,0,248,0,2,8,Non,3,4,10-15 ans,25,7,5,10-15 ans,10,2,SD,1.81,6.69,0.69,0.5,2.03,11.86
2025-04-14,1040,11.34,Studio,34,1,Bois,Mal isolé,23,6079,0,5076,2982,2540,489,656,0,337,0,3,3,Non,8,4,10-15 ans,25,5,4,Moins de 5 ans,3,8,4K,1.58,3.07,0.54,0.5,7.47,10.89
2025-05-18,1050,8.23,Appartement,65,1,Électrique,Très bien isolé,18,18710,0,3183,4013,2153,1277,1436,0,25,0,2,1,Oui,3,6,Moins de 5 ans,34,8,2,10-15 ans,10,6,HD,2.5,5.13,0.61,0.68,5.67,16.3
2025-01-14,1050,9.35,Appartement,49,4,Gaz,Bien isolé,22,3182,3784,4355,3156,776,395,1077,0,291,0,0,11,Non,7,3,10-15 ans,48,5,5,Moins de 5 ans,4,2,4K,0.67,1.17,0.8,0.96,2.02,5.41
2025-05-11,1040,9.21,Colocation,105,5,Bois,Moyennement isolé,20,13511,0,3527,2649,2492,492,1153,0,192,0,4,4,Non,5,6,Plus de 15 ans,5,7,2,10-15 ans,2,8,SD,0.62,5.0,0.65,0.1,7.37,16.45
2025-04-05,1180,8.15,Maison,189,2,Fioul,Bien isolé,18,1236,0,1278,1133,1085,751,1821,0,119,0,1,9,Non,6,4,Moins de 5 ans,25,8,5,5-10 ans,9,1,4K,3.19,0.88,0.76,0.5,1.18,6.88
2025-01-24,1083,10.3,Appartement,47,5,Fioul,Moyennement isolé,21,13648,0,987,1857,2673,1739,1233,0,324,0,1,4,Oui,4,4,10-15 ans,37,7,3,5-10 ans,2,6,HD,0.69,3.45,0.64,0.74,5.58,12.22
2025-05-28,1180,9.07,Colocation,97,4,Électrique,Bien isolé,20,2704,0,6105,403,2245,817,537,2055,222,0,0,2,Non,6,4,Plus de 15 ans,30,7,6,5-10 ans,10,8,SD,0.79,0.7,0.48,0.6,7.52,9.04
2025-03-02,1000,11.22,Appartement,54,3,Pompe à chaleur,Moyennement isolé,20,6241,0,4865,198,1248,346,716,0,411,0,0,0,Oui,3,5,5-10 ans,10,2,2,5-10 ans,4,4,SD,0.76,1.38,0.52,0.2,3.73,6.18
2025-04-03,1140,8.27,Colocation,62,2,Bois,Bien isolé,19,17905,0,2118,4495,1978,1275,1494,0,355,0,0,9,Oui,4,4,Moins de 5 ans,23,3,6,10-15 ans,2,7,4K,1.07,4.02,0.84,0.46,6.57,15.27
2025-01-02,1050,10.5,Studio,23,1,Pompe à chaleur,Bien isolé,21,16663,0,815,2584,1985,1775,1222,0,95,0,4,8,Oui,2,4,10-15 ans,26,5,5,5-10 ans,2,5,4K,1.36,5.58,0.78,0.52,4.74,12.21
2025-04-21,1170,8.55,Studio,21,3,Pompe à chaleur,Très bien isolé,22,9181,5599,7349,3218,2690,281,179,0,266,0,2,10,Oui,5,4,5-10 ans,32,4,6,10-15 ans,9,8,SD,0.34,3.52,0.89,0.64,7.5,11.37
2025-02-02,1070,8.1,Maison,190,1,Bois,Bien isolé,21,4756,0,4627,1294,1300,138,1141,0,368,2601,3,2,Oui,8,5,Plus de 15 ans,31,4,5,10-15 ans,4,3,SD,4.5,2.92,0.65,0.62,2.86,9.85
2025-01-15,1040,10.69,Studio,39,3,Électrique,Bien isolé,19,22523,1302,5637,3904,549,1028,1732,0,364,0,0,6,Non,5,4,5-10 ans,17,3,2,Plus de 15 ans,2,4,HD,0.69,5.01,0.63,0.34,3.73,9.25
2025-04-30,1210,8.16,Maison,88,1,Pompe à chaleur,Mal isolé,23,10646,0,7271,2021,1751,829,1589,1558,368,0,2,11,Oui,6,3,Plus de 15 ans,34,8,2,5-10 ans,10,8,HD,2.86,3.44,0.89,0.68,7.5,18.34
2025-03-13,1030,10.77,Appartement,64,2,Pompe à chaleur,Moyennement isolé,20,15117,4823,5022,446,2826,1058,1850,2646,231,4101,0,12,Oui,5,6,10-15 ans,33,2,3,Plus de 15 ans,5,7,SD,1.24,3.83,1.07,0.66,6.49,11.96
2025-05-10,1083,8.47,Appartement,51,1,Pompe à chaleur,Moyennement isolé,18,17164,0,5954,4191,2507,1945,327,0,194,1399,4,9,Oui,3,4,5-10 ans,50,2,5,10-15 ans,6,7,HD,2.42,6.03,0.83,1.0,6.56,17.69
2025-05-18,1050,10.67,Appartement,119,4,Gaz,Mal isolé,21,16339,0,47,4980,2021,487,444,0,243,0,1,9,Oui,3,5,5-10 ans,8,3,3,Moins de 5 ans,7,0,SD,1.14,4.2,0.88,0.16,0.13,7.44
2025-01-17,1180,11.44,Studio,22,1,Pompe à chaleur,Bien isolé,19,22023,10828,5664,4873,2344,1612,1151,1865,383,0,4,1,Non,4,5,Plus de 15 ans,9,8,5,Moins de 5 ans,6,7,SD,1.54,7.48,0.47,0.18,6.54,13.76
2025-03-28,1000,9.16,Colocation,127,2,Électrique,Très bien isolé,18,18722,0,5152,4333,359,990,1482,0,478,0,2,6,Non,4,5,5-10 ans,44,6,5,Plus de 15 ans,9,2,4K,1.87,5.22,0.67,0.88,2.09,9.58
2025-05-02,1083,11.34,Appartement,43,2,Gaz,Bien isolé,22,13586,0,2734,2864,2295,1650,1305,2623,103,0,0,1,Non,4,5,Moins de 5 ans,12,7,4,10-15 ans,8,0,SD,1.28,3.02,0.47,0.24,0.17,4.54
2024-12-30,1083,9.36,Colocation,64,3,Pompe à chaleur,Bien isolé,23,15093,0,4398,2745,1894,1605,1667,0,380,4268,0,11,Non,6,3,5-10 ans,41,7,4,10-15 ans,3,2,HD,0.66,3.78,0.79,0.82,1.95,9.1
2025-03-16,1080,9.93,Maison,153,3,Électrique,Très bien isolé,20,23110,0,5815,259,1112,847,177,0,121,0,3,4,Oui,6,5,5-10 ans,12,4,2,5-10 ans,3,7,4K,1.35,6.25,0.71,0.24,6.54,12.22
2025-02-12,1000,9.25,Maison,123,5,Bois,Moyennement isolé,20,4695,0,804,4228,2771,271,420,0,235,0,3,1,Oui,4,3,Moins de 5 ans,26,5,2,Moins de 5 ans,10,4,SD,0.69,2.83,0.47,0.52,3.81,8.58
2025-04-28,1000,9.88,Maison,104,2,Bois,Moyennement isolé,21,21991,2446,1290,2241,468,31,1962,0,263,4444,1,5,Non,3,5,5-10 ans,15,2,4,10-15 ans,10,7,SD,1.49,5.69,0.62,0.3,6.57,12.5
2024-12-30,1180,11.07,Appartement,89,1,Pompe à chaleur,Mal isolé,19,23090,0,4855,3652,2524,728,639,0,101,0,2,8,Oui,8,6,5-10 ans,10,8,5,Moins de 5 ans,9,4,4K,3.28,6.0,0.94,0.2,3.92,15.17
2025-02-20,1082,9.6,Maison,98,4,Bois,Moyennement isolé,20,12847,10898,2706,2660,1856,998,61,462,179,0,3,4,Non,6,4,Moins de 5 ans,30,8,2,10-15 ans,10,1,HD,0.74,4.9,0.56,0.6,1.11,8.01
2025-03-07,1160,10.74,Maison,150,1,Pompe à chaleur,Mal isolé,18,11164,11371,4841,3531,1783,1161,1612,0,355,0,2,1,Non,2,6,10-15 ans,40,2,5,5-10 ans,6,6,SD,4.6,4.2,0.5,0.8,5.62,16.34
2025-01-19,1200,11.95,Colocation,101,2,Gaz,Très bien isolé,19,4552,0,7399,1,600,1353,305,0,149,0,2,3,Oui,7,5,10-15 ans,41,8,4,Plus de 15 ans,7,1,4K,1.91,2.04,0.68,0.82,1.15,5.3
2025-03-09,1030,9.44,Studio,21,2,Bois,Très bien isolé,18,23047,0,2942,898,1155,1772,63,2876,302,0,1,6,Non,5,6,5-10 ans,47,3,5,5-10 ans,5,8,HD,0.61,5.27,0.73,0.94,7.46,17.07
2025-03-06,1000,10.42,Studio,24,1,Gaz,Très bien isolé,19,23636,0,5389,3577,556,173,281,0,212,0,3,11,Non,6,4,Plus de 15 ans,37,5,6,Plus de 15 ans,8,5,SD,2.28,6.61,0.84,0.74,4.75,13.31
2025-01-24,1120,9.88,Maison,171,2,Pompe à chaleur,Moyennement isolé,18,1240,0,5774,3019,463,1188,986,0,40,5990,1,13,Non,5,3,Moins de 5 ans,20,5,2,10-15 ans,2,5,4K,2.41,1.68,0.86,0.4,4.7,11.17
2025-02-09,1210,9.1,Studio,33,2,Fioul,Moyennement isolé,19,1157,0,4895,2490,2977,1607,1154,0,322,0,0,0,Non,8,3,10-15 ans,36,2,3,Moins de 5 ans,6,4,SD,1.68,0.55,0.37,0.72,3.77,7.42
2025-04-16,1000,11.02,Appartement,117,1,Bois,Bien isolé,23,14635,0,1436,2140,2870,483,993,2160,441,691,4,9,Oui,8,6,Plus de 15 ans,29,3,5,5-10 ans,5,5,SD,2.84,5.25,0.98,0.58,4.7,15.16
2025-05-22,1180,8.39,Maison,139,2,Fioul,Mal isolé,23,24655,0,1914,3111,2799,1445,798,0,74,0,1,4,Non,5,5,Moins de 5 ans,11,6,4,Plus de 15 ans,6,5,HD,2.64,5.74,0.6,0.22,4.73,12.63
2025-01-04,1090,11.34,Colocation,119,4,Électrique,Bien isolé,22,11056,0,1473,2566,2243,21,1377,278,6,0,1,10,Non,4,4,10-15 ans,21,3,2,Moins de 5 ans,3,0,4K,0.84,2.95,0.78,0.42,0.15,5.46
2025-01-18,1040,8.24,Appartement,55,1,Bois,Bien isolé,21,21508,0,5307,4637,756,1835,227,0,129,0,2,1,Non,4,6,10-15 ans,21,3,2,10-15 ans,2,6,HD,1.8,5.77,0.52,0.42,5.56,13.13
2025-04-14,1050,9.32,Colocation,68,2,Électrique,Mal isolé,19,21151,0,1178,4428,1766,447,1257,0,467,0,0,0,Oui,2,5,Plus de 15 ans,6,5,3,Moins de 5 ans,2,6,HD,1.53,4.66,0.51,0.12,5.58,10.67
2025-03-12,1040,11.04,Appartement,105,3,Pompe à chaleur,Mal isolé,21,13235,0,6397,574,2212,462,6,0,352,0,1,9,Non,4,5,Plus de 15 ans,8,7,2,10-15 ans,10,5,SD,1.13,3.33,0.79,0.16,4.73,11.53
2025-04-07,1081,8.22,Maison,102,3,Pompe à chaleur,Bien isolé,20,22802,0,874,2943,1992,173,1812,0,376,0,0,0,Oui,5,6,Moins de 5 ans,39,7,4,Plus de 15 ans,10,7,SD,1.01,4.86,0.59,0.78,6.58,11.26
2025-06-10,1030,10.36,Appartement,67,4,Bois,Mal isolé,23,17582,9492,1908,590,151,1506,289,0,9,0,4,0,Oui,7,4,Moins de 5 ans,16,7,2,10-15 ans,3,7,4K,0.56,6.07,0.51,0.32,6.54,12.16
2025-05-24,1090,8.66,Colocation,136,4,Électrique,Très bien isolé,19,13966,0,6847,3293,1328,247,1998,0,279,6852,4,3,Oui,6,4,10-15 ans,9,2,4,5-10 ans,8,2,4K,0.96,5.87,0.62,0.18,2.06,9.18
2025-04-19,1090,8.15,Appartement,57,1,Bois,Mal isolé,19,512,0,661,52,29,367,1896,2669,303,0,1,12,Non,7,4,5-10 ans,14,7,4,Plus de 15 ans,8,3,SD,2.44,0.65,0.89,0.28,2.9,7.48
2025-05-05,1083,11.69,Colocation,138,5,Fioul,Moyennement isolé,21,149,0,1572,962,2171,2000,195,0,441,0,1,3,Non,8,4,10-15 ans,8,3,2,5-10 ans,9,7,SD,1.05,0.69,0.54,0.16,6.53,7.76
2025-06-07,1081,10.95,Studio,29,2,Fioul,Moyennement isolé,22,24851,0,855,429,2201,360,323,0,248,0,0,3,Non,6,5,Plus de 15 ans,17,7,4,5-10 ans,3,5,SD,1.49,5.05,0.57,0.34,4.67,10.17
